city,company,title,state,description
Charlotte,Principle Solutions Group,Solaris Engineer,NC,"
                        Solaris Engineer  We are currently searching for Solaris Engineer who has 5+ years of experience supporting Solaris servers. This Solaris Engineer will be in charge of maintaining a Linux based server environment with over 1,000 + servers.  Responsibilities will include:  Administering and configuring Solaris Linux servers, including installation and configuration of new servers  Provide support o...
                    "
Charleston,"Environmental Express, Inc.",Product Manager,SC,"
                        CompanyInformation  EnvironmentalExpressisaleadingdeveloper,manufacturer,anddistributorofspecialty technical instruments,equipmentandconsumablestoenvironmentallaboratoriesaroundtheworld. EnvironmentalExpressproducesproductsthatensurethecleanlinessandsafetyoftheworld’swater, earth,andair.  JobDescription  JobTitle:ProductManager–EnvironmentalExpress ReportsTo:Director,GlobalPortfolioManagement Grou...
                    "
San Jose,Nextphase,DevOps Engineer,CA,"
                        Our client is a Pre-IPO company who raised $170+M in funding. They have been ranked one of the fastest growing companies in N. America, have a team from Amazon, Google, Microsoft, etc. and have 20% of the fortune 100 that use them.  Note: feel free to apply even if you don't meet the criteria. We have several different full time roles within companies in the Bay Area.  Responsibilities  Collect pe...
                    "
Livermore,Pro2Serve,Software Developer,CA,"
                        .  The primary responsibilities of the Software Engineer are to support and participate in new software development and maintain the existing Argus system software within the Security and Protection program. The Security and Protection group will be re-architecting and re-writing several major portions of the Argus software using new technologies to keep the product viable.  ESSENTIAL DUTIES  - Im...
                    "
,,,,
Livermore,Pro2Serve,Software Quality Assurance Test Engineer,CA,"
                        .  Position: Software Quality Assurance Test Engineer  Division: Integrated Physical Security Solutions  Duration: Direct Hire  Location: Livermore, CA  Company Description:  Professional Project Services Inc. has upcoming opportunity for ­­­­­­­­­­­Software Quality Assurance Test Engineer (Direct Hire) positions at our offices in Livermore, CA. Please submit resumes via the web page link below. w...
                    "
Hopkinton,Securitas Security USA,Security Systems Programmer/ Database Administrator,MA,"
                        Security Systems Programmer/ Database Administrator  About Us  Securitas is the most locally-focused security company in the United States, with over 640 local branch managers and approximately 86,000 security officers who provide unmatched security solutions to meet the specific needs of thousands of businesses. Securitas USA's core business is security services. Our main service offering categor...
                    "
Las Vegas,Tangible Security,Senior Security Engineer/Consultant,NV,"
                        Job Description  Tangible is a premier security service provider with a great reputation and authors of several best selling security books such as Gray Hat Hacking, the Ethical Hackers Handbook, now in 4th edition. The company is looking for a Senior Network Security Engineer to provide security consulting at a major chain of casinos. This is a permanent onsite position and we are looking for hig...
                    "
Dayton,Softworld Inc,IT Project Lead,OH,"
                        Job Number: 219096  IT Project Lead  Must have an Active Secret Clearance or the ability to obtain an Interim Secret Clearance  Seeking a highly qualified IT professional with Software Development Lifecycle (SDLC) expertise to support and manage the execution and deployment of new applications. The candidate should be experienced in all development phases from planning through deployment. Primary ...
                    "
Portland,CyberCoders,"Sr. E-Commerce Technical Consultant - Java, Spring",OR,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Sr. E-Commerce Technical Consultant  Portland, OR  Full-Time $110,000 - $140,000  Apply  Apply  Sr. E-Commerce Technical Consultant  Portland, OR  Full-Time $110,000 - $140,000  Apply  Job Details  If you are a Sr. Technical Consultant with a background in Java based e-commerce systems, please read on!  Located ...
                    "
Yakima,CyberCoders,Senior Business Systems Analyst,WA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Senior Business Systems Analyst  Yakima, WA  Full-Time $75,000 - $90,000  Apply  Apply  Senior Business Systems Analyst  Yakima, WA  Full-Time $75,000 - $90,000  Apply  Job Details  If you are a Senior Business Systems Analyst with recent experience gathering and analyzing data in support of business cases, prop...
                    "
Hastings,Viking SupplyNet,Associate Software Specialist,MI,"
                        ASSOCIATE SOFTWARE SPECIALIST  PRIMARY FUNCTION:  This position will act as team member JD Edwards EnterpriseOne ERP implementation. This person will work with our EnterpriseOne implementation module leaders to learn how to set up our new system to obtain the strategic objectives of the business. They will assist in creation and maintenance of reports, forms, tsk views, pages, security and DSI for...
                    "
Knoxville,CyberCoders,Front End Architect Needed For Media Company!,TN,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Front End Architect  Knoxville, TN  Unspecified  Apply  Apply  Front End Architect  Knoxville, TN  Unspecified  Apply  Job Details  Are you ready to join a team of experienced developers working for a reputable media company around the world?!  This is an opportunity for an experienced front-end architect to dem...
                    "
Waltham,CyberCoders,Senior UX Designer - Industry Leading Solutions!,MA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Senior UX Designer - $140k - Urgent!  Waltham, MA  Unspecified  Apply  Apply  Senior UX Designer - $140k - Urgent!  Waltham, MA  Unspecified  Apply  Job Details  If you are a Senior UX Designer with experience, please read on!  Based in Waltham, we offer real-time online research services that provide efficient,...
                    "
Reston,CyberCoders,.NET Developer - Fast Growing SaaS Company!,VA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  .NET Developer  Reston, VA  Full-Time Unspecified  Apply  Apply  .NET Developer  Reston, VA  Full-Time Unspecified  Apply  Job Details  If you are a .NET Developer with experience, please read on!  Our company, located in beautiful Reston VA, is one of the fastest growing SaaS companies in the Virginia area. Our...
                    "
Los Angeles,CyberCoders,Lead Full Stack Python Developer - EQUITY Included!,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Lead Full Stack Python Engineer  Los Angeles, CA  Full-Time $90,000 - $140,000  Apply  Apply  Lead Full Stack Python Engineer  Los Angeles, CA  Full-Time $90,000 - $140,000  Apply  Job Details  If you are an experienced Senior full stack Python Developer with leadership experience, please read on!  We based in L...
                    "
Austin,CyberCoders,"Lead Front End Engineer - HTML,CSS,Javascript - Web/SAAS",TX,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Lead Front End Engineer - HTML,CSS,Javascript - Web/SAAS  Austin, TX  Full-Time $120,000 - $150,000  Apply  Apply  Lead Front End Engineer - HTML,CSS,Javascript - Web/SAAS  Austin, TX  Full-Time $120,000 - $150,000  Apply  Job Details  If you are a Technical Lead Front End Engineer with experience, please read o...
                    "
Grand Prairie,CyberCoders,"Analytics Engineer - Python and/or Ruby, NoSQL, MySQL",TX,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Analytics Engineer  Grand Prairie, TX  Full-Time $80,000 - $130,000  Apply  Apply  Analytics Engineer  Grand Prairie, TX  Full-Time $80,000 - $130,000  Apply  Job Details  If you are an Analytics Engineer with extensive database experience, please read on!  Located in Dallas, we are a team of statisticians, data...
                    "
Encino,CyberCoders,Sr. Information Security Analyst,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Sr. Information Security Analyst  Encino, CA  Full-Time $110,000 - $140,000  Apply  Apply  Sr. Information Security Analyst  Encino, CA  Full-Time $110,000 - $140,000  Apply  Job Details  Located in Encino, we're one of the largest independent personal lines agency operations in the nation, providing auto and ho...
                    "
Buffalo,"Freed Maxick CPAs, P.C.",IT SUPPORT ASSOCIATE,NY,"
                        Immediate opportunity in our Buffalo office to join our busy IT team. This position, for an experienced, non-manager professional, will join in serving the hardware, software and connectivity needs of over 320 local, remote and mobile users in multiple offices.  Job Duties:  · Perform/guide customers through the installation of hardware/software and networking components on their personal computer...
                    "
,,,,
Columbus,"TBE Consulting, LLC",IBM Filenet Case Manager,OH,"
                        TBE Consulting, LLC is a technological innovative and fast-growing company that focuses on quality, integrity and respect for our consultants, business partners and Clients. We are looking for quality talent to join our team? Do you have diversity of experiences, professional business acumen, dedication and a team player focused on getting the job done right the first time? We need you!  We offer ...
                    "
Pinehurst,MRINetwork,IT Director,NC,"
                        Director of Information Technology  My client, located in the Pinehurst, North Carolina area, currently has an opening for a Director of Information Technology. This position holds responsibilities for the overall planning, organizing, and execution of all IT functions. This includes directing all IT operations to meet our business requirements as well as the support and maintenance of existing le...
                    "
Allen,"Systems Evolution, Inc.",Business and Technology Consultant - Local Clients! (Dallas/Ft. Worth),TX,"
                        Business and Technology Consultant – Local Clients (Dallas)  Systems Evolution Inc. (SEI) is looking for experienced business and technology consultants with a passion for helping clients succeed. We look for the best of the best; those who are interested in a challenging and rewarding career experience, not just a job. The ideal candidate will thrive in an entrepreneurial and family-oriented envi...
                    "
Cincinnati,"Systems Evolution, Inc.",Experienced Business and Technology Consultant,OH,"
                        Business and Technology Consultant – Local Clients (Cincinnati)  Systems Evolution Inc. (SEI) is looking for experienced business and technology consultants with a passion for helping clients succeed. We look for the best of the best; those who are interested in a challenging and rewarding career experience, not just a job. The ideal candidate will thrive in an entrepreneurial and family-oriented ...
                    "
Somerset,Core Services Corporation,Client Services Delivery Manager,NJ,"
                        General Description:  The Account Manager serves as a client communication focal point to assure the highest level of client satisfactionand a mutually beneficial, long-term relationship by providing proactive and reactive task and issues management. They are the client liaison within Core Services, as well as the client advocate. They can communicate with the client in a moderately technical fash...
                    "
Mountain View,CyberCoders,HPC Systems Developer,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  HPC Systems Developer  Mountain View, CA  Full-Time $80,000 - $140,000  Apply  Apply  HPC Systems Developer  Mountain View, CA  Full-Time $80,000 - $140,000  Apply  Job Details  Leading Artificial Intelligence Technology Start Up seeks talented HPC Systems Developer to join team of academic elites changing the w...
                    "
Laguna Hills,CyberCoders,Software Development Team Manager - ERP Development,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Software Development Team Manager - ERP Development  Laguna Hills, CA  Unspecified  Apply  Apply  Software Development Team Manager - ERP Development  Laguna Hills, CA  Unspecified  Apply  Job Details  If you are a Software Development Team Manager with experience, please read on!  Based in sunny Laguna Hills, C...
                    "
Portland,CyberCoders,Director of UI Design,OR,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Director of UI Design  Portland, OR  Full-Time $90,000 - $130,000  Apply  Apply  Director of UI Design  Portland, OR  Full-Time $90,000 - $130,000  Apply  Job Details  We're looking for designers that have shipped numerous large responsive web and mobile apps. You may have been a creative director or art directo...
                    "
Aurora,CyberCoders,.NET Developer - Leading Process Automation Systems!,OH,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  .NET Developer  Aurora, OH  Full-Time $70,000 - $110,000  Apply  Apply  .NET Developer  Aurora, OH  Full-Time $70,000 - $110,000  Apply  Job Details  This is an amazing new opportunity for a .Net Developer!  Based in Aurora OH, we are a leading provider of process automation systems throughout the nation! Establ...
                    "
McHenry,CyberCoders,"Senior Oracle EBS Developer - e-Business Suite, Oracle, XML",IL,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Senior Oracle EBS Developer  McHenry, IL  Full-Time $80,000 - $120,000  Apply  Apply  Senior Oracle EBS Developer  McHenry, IL  Full-Time $80,000 - $120,000  Apply  Job Details  Our company is committed to leading the global aftermarket as the premier manufacturer of automotive braking components. Our primary fo...
                    "
New York City,New School University,AV Technician - L3,NY,"
                        The Information Technology department of The New School is seeking a member to join their team.  Responsibilities:  • Design, build, install, maintain and support AV systems, including video conferencing, video editing and audio production  • Use SLA as a measure to report progress and achievements to the upper management regularly, providing statistics and improvement plans  • Act as Roaming Tech...
                    "
New York,Company Confidential,IT Support Specialist / CAD Specialist,NY,"
                        IT Support Specialist / CAD Specialist  Network/CAD consulting firm seeks computer-savvy architect or IT professional to help us support a prestigious roster of architecture firms and other small to mid-size professional services firms in New York City.  Candidates should have minimum 5 years of experience in all or most of the following areas:  - Desktop and laptop support (Windows XP, Window 7, ...
                    "
New York City,Stratonex,Data Center Technician,NY,"
                        Systems Engineer, Data Center and Operations Position  We are seek a sharp, detail-oriented and technically savvy hardware coordinator to join our Systems team. The Systems Engineering team operates and manages physical infrastructure of our data centers; including building and configuring servers, networking equipment, power strips and machines. Requirements include:  · Installation and configura...
                    "
Bethesda,Xa Systems,Desktop/Help Desk Support Technician (CompTIA Certified),MD,"
                        Seeking Energetic and Eager Desktop Technician to Join our Team!!  XA Systems, LLC was established in 2001 and has provided IT services to numerous commercial and Federal Government customers. XA Systems, LLC offers great benefits including: medical, 401K, and continuing education reimbursement! Please check out our website at http://xasystems.com for additional information regarding the company. ...
                    "
Cincinnati,Interactive Business Systems,Java Developer,OH,"
                        Interactive Business Systems (IBS) has partnered with a Cincinnati area company to locate a Java developer for a contract to hire position.  Responsibilities:  Formulates and defines system scope and objectives through research and fact-finding to develop or modify moderately complex information systems:  Prepares detailed design specifications from which programs will be written  Designs, codes, ...
                    "
Salt Lake City,"Crossroads Technologies, Inc.",Microsoft Dynamics GP and CRM Analyst – GP 2010/2013/2015 – CRM 2011/2013,UT,"
                        Position is for our Office in Salt Lake City, UT.  Position is based in Salt Lake City, UT  Microsoft Dynamics GP and CRM Analyst  – GP 2010/2013/2015 – CRM 2011/2013  We are currently seeking experienced technology professionals with solid working experience on Microsoft Dynamics GP and Microsoft Dynamics CRM to join our team. The position is a Full-Time, permanent, position within our company. W...
                    "
Albany,Fusco Personnel Inc.,Sr. Software Engineer,NY,"
                        Another full-time, direct-hire opportunity! We have just been retained to begin recruiting for a Sr. Software Engineer located in the Capital Region. This position offers competitive salary and benefits and the chance to work with a highly respected company. The following skills and experience are desired in the right fit:   A BS in Computer Science or equivalent recommended.   Significant exper...
                    "
Albany,Fusco Personnel Inc.,Technical Project Manager,NY,"
                        Looking for a new opportunity that offers stability and excellent compensation? The search is over! We have just been retained to begin recruiting for aTechnicalProject Managerfor a company located in the Capital Region area. This is a full-time, direct-hire opportunity. See below for desired skills and details:  Knowledge of IT application implementation, enhancement, and support methods  50% pro...
                    "
Smithfield,Viva USA Inc.,ETL Developer,RI,"
                        Title: ETL Developer  Mandatory Skills:  Development of performance functionality  Unix, preferably some experience with shell script  Control-M  Informatica Development experience required  Relational databases (Oracle)  PL/SQL  Job Description:  We are looking for more of an ETL Informatica Developer with strong Unix shell scripting and Oracle PL/SQL experience  As a software developer for clien...
                    "
Raleigh,Principle Solutions Group,Senior Java Engineer,NC,"
                        Senior Java Engineer  We are searching for a seasoned Senior Java Engineer to take on a leadership role within a team of Senior Java developers. This is a permanent opportunity with a well respected company based in Raleigh, NC.  You will be working on cutting edge technology and public facing applications! This lead will assign tasks to team members, review code, set design patterns, and provide ...
                    "
Charlotte,Signature Consultants,Data Analyst,NC,"
                        Responsibilities:  • Work with LOB data consumers to understand uses and define the controls necessary to insure completeness and accuracy.  • Create implementation plan for interim and strategic controls.  • Work with upstream data providers to remediate data quality issues.  • Work with technology teams and LOB business partners to implement the interim and strategic plans  Must have:  • Strong ...
                    "
Philadelphia,Company Confidential,Healthcare Systems Implementation Project Manager,PA,"
                        Our client is a national leader in the development, sales, and support of innovative software solutions for health insurance companies.  We are looking for a full-time Project Manager in the Implementation Division who can travel up to 50% of the time and who is responsible for the client facing functions of planning, organizing, and managing project tasks and resources to bring about the successf...
                    "
Madison,Epic,Software Developer,WI,"
                        As a software developer at Epic, you will help improve the way over half of Americans receive healthcare.  In fact, it's likely you will affect the life of someone close to you. Working at the junction of two growing fields, medicine and computer science, you'll help create the best software for your users' needs - from the massively scalable database to the user interface for visualizing complex ...
                    "
Pierre,"Smart Software Solutions, Inc",Software Developer (Entry Level),SD,"
                        Join a team of talented and energetic developers working in a relaxed non-corporate environment. We are a rapidly growing firm and are looking for ambitious software engineers who are interested in assuming leadership roles as the company expands. The company is primarily focused on developing web based systems using J2EE, Coldfusion, PHP, and .NET, but are also active in low level development in ...
                    "
New Castle,Administrative Office of the Courts,Senior Technical Manager,DE,"
                        1  DELAWARE JUDICIARY  ADMINISTRATIVE OFFICE OF THE COURTS  Posting #AOC0102N15  SENIOR TECHNICAL MANAGER  Closing Date:This position will remain posted until the vacancy is filled.  Salary: $61,848 – $92,772 per year  Location: New Castle County(Please check this location on your application)  Summary Statement: This employee reports to the Deputy State Court Administrator/Information Systems Man...
                    "
,,,,
New York,RMS Computer Corporation,MySQL Database Administrator,NY,"
                        DBA team of major financial services company is looking to add to their current talent a self-motivated, highly-experienced MySQL Database Administrator. The DBA team is responsible for tasks such as project management, development of best practices and repeatable procedures for deploying databases, day-to-day operational activities including break/fix, capacity management, backup and recovery, da...
                    "
Tulsa,OAKTREE SOFTWARE INC,Senior SCADA Developer,OK,"
                        Coordinates, develops, and/or maintains Supervisory Control And Data Acquisition (SCADA) system applications.  Responsibilities:  · Analyze and develop SCADA system structures for new applications and/or modifications for existing systems.  · Design, document, and maintain SCADA system specifications, record/screen layouts, communication circuits, and/or databases.  · Establish and conduct testing...
                    "
Horsham,Benchmark Group Partners,Help Desk Analyst,PA,"
                        Searching for a Help Desk Analyst for a mid sized enterprise and global environment. This is a consulting position though there is definitely long term potential and the possibility of turning this into a full time position by showing a high level of customer service, good work ethic, drive to learn, and the ability to interact positively with technical team members and non-technical end users.  S...
                    "
Kent,Quality IP,Senior Computer Support Technician,OH,"
                        Quality IP is a customer focused technology solutions provider specializing in Outsourced IT solutions. We provide design, integration and support technology services for many SMB (small to medium size) business throughout the Northeast Ohio Region. We also support a number of key clients around the United States via our remote managed service platform.  We are looking for a dedicated Senior I.T. ...
                    "
Reston,NikSoft Systems Corporation,Business Architect,VA,"
                        COMPANY PROFILE NikSoft Systems Corporation is a recognized Information Technology solutions provider. Founded in 1998 and based in Reston, Virginia, NikSoft is a CMMI Level 3 Certified company with an established reputation for excellence and on-time delivery with a consistently high customer satisfaction rating from its Federal Government and private consulting contracts.  JOB DESCRIPTION We are...
                    "
Fort Wayne,ENS Group,Network Engineer,IN,"
                        ENS Group, a technology consulting firm headquartered in Fort Wayne, Indiana is seeking a Integration Consultant/Network Engineer to join our team in our Fort Wayne, Indiana office.  The Integration Consultant is responsible for onsite service and support needs for our customers. This relates to a multitude of technologies, and includes but is not limited to: workstations, servers, printers, and v...
                    "
Niwot,Oncore Manufacturing LLC,IT Administrator,CO,"
                        OnCore Manufacturing, LLC is a leading provider of product commercialization services for low-medium volume, high-complexity products to international blue-chip aerospace and defense, industrial, and medical companies. With manufacturing facilities in Springfield and Wilmington, MA, Longmont, CO, San Marcos and San Jose, CA, Fremont, CA, Tijuana, Mexico.. OnCore provides customers with highly indi...
                    "
San Francisco,Tanisha Systems,Bioinformatics Scientist,CA,"
                        JJob Title: Senior Scientist/Associate Director Bioinformatics  Location : SFO,CA  Duration:- Long Term (Contract to Hire)  Job Description:  Candidate will work with patient data and develop statistical algorithms, methods, and programs for analysis of clinical genomic sequencing and gene expression data and diagnostic products. Has to manage a team that is designing, building, delivering and sup...
                    "
Irving,Blue Print Consulting,Office 365 Onboarding Engineer,TX,"
                        Onboarding Engineer: Location- Las Colinas, TX  Do you want to be a key leader in Microsoft’s fastest growing business and personally driving an industry transformation to the Cloud? Are you passionate and excited about working directly with Microsoft customers and partners to ensure success as they transition their businesses to Office 365?  The Office 365 Customer Support team is looking for tho...
                    "
Roseville,"Revenue Solutions, Inc.",Software Engineer (Mid to Senior Level .NET),CA,"
                        ABOUT US:  Do you have the entrepreneurial spirit and energy it takes to be successful in a fast-paced, high-growth consulting company?  Revenue Solutions, Inc. (RSI) provides IT consulting services and software products to clients in the government revenue industry across the United States. We're experts at delivering and developing systems solutions that streamline tax administration and maximiz...
                    "
Webster,MAPFRE Insurance,Business Analyst II,MA,"
                        This position is with MAPFRE Insurance located in Webster, MA.  Provide support and services for business areas by means of research, analysis, testing, project requirement definition, documentation, training and production monitoring for system and application efforts across all platforms. Work with end users and may collaborate with technical personnel. Participate fully in the project developme...
                    "
Webster,MAPFRE Insurance,Data Analyst II,MA,"
                        This position is with MAPFRE Insurance located in Webster, MA.  Critical in achieving our vision of establishing predictive analytics as a competitive advantage of MAPFRE USA. Work has strategic impact on potentially all functional areas including marketing, product, actuary, operations, and claims. Responsible for identifying both internal and external data sources, extracting and cleansing data ...
                    "
Webster,MAPFRE Insurance,Data Modeler,MA,"
                        This position is with MAPFRE Insurance, located in Webster, MA.  Data Modeler in the Data warehouse and Business Intelligence program, the role would include preparing and reviewing the comprehensive enterprise data strategy for the P&C Insurance organization. Responsibilities also include creating and enhancing the capabilities for managing Data and BI assets for both OLTP and OLAP systems.  Know...
                    "
Washington,"Agile Defense, Inc.",Senior Systems Administrator,DC,"
                        We have an opportunity for Senior Systems Administrator at the Pentagon. This is a full time, W-2 employment opportunity.  Link to job posting: http://ch.tbe.taleo.net/CH11/ats/careers/requisition.jsp?org=WEBSTERDATA&cws=1&rid=748  DETAILS:  Work Location: Pentagon  Security Clearance: Secret  Key Role Description  Sr. Systems Administrator will serve as functional lead and SME possessing high lev...
                    "
Tampa,Fairfax Imaging Inc,Business Analyst,FL,"
                        SUMMARY  The Business Analyst will conduct business and system analysis, manage feature scope, lead software and process design changes, and generate business requirement and system design documents. Configures the system to meet business requirements. Works closely with our Project Manager in direction and requirements gathering.  PRIMARY RESPONSIBILITIES  Lead business and technical analysis ses...
                    "
San Jose,Hope Services,IT Help Desk Support - Temp to Perm,CA,"
                        ****TO APPLY FOR THIS POSITION PLEASE COMPLETE OUR ONLINE EMPLOYMENT APPLICATION AT  http://www.hopeservices.org/job/it-helpdesk-support/  Hope Services is looking for an IT professional for our helpdesk support team. While this position is listed as ""temporary"" there is potential for a longer term opportunity!  Duties and Responsibilities:  • Provide tier 1 support for all Information Technology ...
                    "
Pleasant Hill,Cyberdata Technologies Inc,Network Engineer,MO,"
                        CyberData Technologies, Inc., an established technology solution provider based in Herndon, Virginia, is looking to expand its growing team. We are an industry leader in data warehousing and business intelligence for both government and commercial clients. CyberData ranked 30th Fastest Growing Federal Contractors in Washington Technology 2008 Fast 50, and listed in the Inc. 500. In 2010, CyberData...
                    "
Stamford,Company Confidential,System Administrator/ Help Desk Tech,CT,"
                        Summary of the main functions covered by the job holder:  Based in the Stamford CT office, the System Administrator is, amongst other functions, a key member for the operations of the System and Network environment of the Company. The main duties and responsibilities of the System Administrator will be:   Perform 1st and 2nd level of support   Managing/Supporting of Microsoft Exchange Server env...
                    "
Hartland,Insurity,Sr. Project Manager,WI,"
                        Sr. Project Manager  Work Location  This position is located in Hartland, WI and is a fulltime role. No agencies please.  Basic JobFunction  The Sr. Project Manager is responsible for the leadership of projects that are cross functional and have a higher degree of complexity. The Sr. Project Manager together with the Program Manager or PMO VP is directly responsible for delivery of assigned projec...
                    "
Malibu,CyberCoders,Senior DevOps Engineer - Bash / Python / Php / Ruby / Javascript,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Senior DevOps Engineer  Malibu, CA  Full-Time $100,000 - $140,000  Apply  Apply  Senior DevOps Engineer  Malibu, CA  Full-Time $100,000 - $140,000  Apply  Job Details  We are the leading provider of credit building and credibility solutions for businesses. While our ideas are novel and our company is innovative,...
                    "
,,,,
chicago,CyberCoders,Network Security Engineer - State-of-the-Art Technology,IL,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Network Security Engineer - State-of-the-Art Technology  chicago, IL  Full-Time $80,000 - $120,000  Apply  Apply  Network Security Engineer - State-of-the-Art Technology  chicago, IL  Full-Time $80,000 - $120,000  Apply  Job Details  If you are a Network Security Engineer with CheckPoint experience, please read ...
                    "
Lansing,CyberCoders,"Software Architect - Object Oriented Programming, C++",MI,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Software Architect  Lansing, MI  Full-Time Unspecified  Apply  Apply  Software Architect  Lansing, MI  Full-Time Unspecified  Apply  Job Details  If you are a Senior Software Development Engineer with architect level experience and advanced OOP with C++, please read on!  Top Reasons to Work with Us  Located in b...
                    "
Tulsa,CyberCoders,Junior Front End Developer - Javascript / Angular / HTML/CSS,OK,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Junior Front End Developer  Tulsa, OK  Full-Time $40,000 - $75,000  Apply  Apply  Junior Front End Developer  Tulsa, OK  Full-Time $40,000 - $75,000  Apply  Job Details  Founded in 2003, We're based in Tulsa Oklahoma with offices throughout the country. We're one of the largest Veterinary Medicine Publications i...
                    "
Austin,CyberCoders,"Datacenter Server Support Technician - Windows, Linux, Networkin",TX,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Datacenter Server Support Technician  Austin, TX  Full-Time $25,000 - $35,000  Apply  Apply  Datacenter Server Support Technician  Austin, TX  Full-Time $25,000 - $35,000  Apply  Job Details  We are looking for a Datacenter Server Support Technician to work in our Austin Data Center. The position will include a ...
                    "
San Francisco,CyberCoders,"UI/UX Developer - Data visual design, HTML/CSS, JS, enterprise",CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  UI/UX Developer  San Francisco, CA  Full-Time $130,000 - $175,000  Apply  Apply  UI/UX Developer  San Francisco, CA  Full-Time $130,000 - $175,000  Apply  Job Details  If you are a UI/UX Developer with experience in high dimensional data driven, visual design to display quantitative data, please read on!  Mid-Sr...
                    "
santa monica,CyberCoders,"Software Engineer, Client-Side - Games - Client Facing, Mobile D",CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Software Engineer, Client-Side - Games  santa monica , CA  Unspecified  Apply  Apply  Software Engineer, Client-Side - Games  santa monica , CA  Unspecified  Apply  Job Details  We are based in sunny Santa Monica, CA, just one block from the beach. We are a leading mobile/social gaming company building high qual...
                    "
Norwell,CyberCoders,Systems Administrator - Leading financial services software,MA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Systems Administrator  Norwell, MA  Full-Time $90,000 - $110,000  Apply  Apply  Systems Administrator  Norwell, MA  Full-Time $90,000 - $110,000  Apply  Job Details  We are a financial services software company based in Norwell, just south of Boston. Founded in 2005 and backed by some of the major leading banks ...
                    "
Natick,"Apple, Inc",Genius - Retail Technical Support (US),MA,"
                        Job Summary  As a Genius at the Apple Store, you maintain customers' trust in Apple as the skilled technical customer service expert, troubleshooting and repairing products. You use problem-solving and people skills to assure Genius Bar customers of swift resolutions to their technical problems. You also educate your team members about products, while independently keeping your own technical know-...
                    "
Brooklyn,BROOKDALE HOSPITAL MEDICAL CENTER,Meaningful Use Analyst IT,NY,"
                        Meaningful Use Clinical Analysts provide input and recommendations on Epic design, build and testing, and are responsible for monitoring performance and processes, as well as identifying, gathering and implementing requirements. He/she must stay abreast of MU requirements to provide regulatory and technical expertise to application team members and providers. MU Clinical Analysts will review reque...
                    "
Phoenix,"DB Healthcare, Inc.",Project Manager III - Data Archival and Application Decommissioning - AZ,AZ,"
                        Project Manager III - Data Archival and Application Decommissioning - AZ  About DB Healthcare IT  DB Healthcare IT, focused solely on healthcare IT domain, partners with Providers, Payers and established healthcare consulting practices to provide them with qualified consulting resources. We have been very successful in providing project directors, program managers, analysts, interface engineers, t...
                    "
Phoenix,Swift Transportation,SOFTWARE DEVELOPER III (RPG/SQL),AZ,"
                        Primary Purpose and Essential Functions: Design and develop a series of programs in accordance with a defined system design; perform as a key participant in integration, system testing, training, and implementation activities. Develop systems and program specifications for programmers and outside consultants when applicable.  Perform program design, coding, testing, development and documentation a...
                    "
Durham,CyberCoders,Web Application Developer,NC,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Web Application Developer  Durham, NC  Full-Time $60,000 - $85,000  Apply  Apply  Web Application Developer  Durham, NC  Full-Time $60,000 - $85,000  Apply  Job Details  Award Winning Research and Development company is in need of a Web Application Developer Immediately!  Help make a difference and develop web p...
                    "
Alpharetta,CyberCoders,"Web Developer - SaaS Co - HTML5, CSS, Javascript, REST API",GA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Web Developer  Alpharetta, GA  Full-Time $75,000 - $100,000  Apply  Apply  Web Developer  Alpharetta, GA  Full-Time $75,000 - $100,000  Apply  Job Details  We are developing significant features to new and existing applications for the expedited delivery industry. The back end systems run on Linux and use NodeJS...
                    "
